[2025-10-20T17:38:21.469166+00:00] scheduler starting; DB=/home/keith/PythonProjects/projects/Mixed_Nuts/MyScheduler/myscheduler.db
[2025-10-26T09:12:30.316689+00:00] tick; claimed=[]
[2025-10-26T09:12:50.317219+00:00] tick; claimed=[]
[2025-10-26T09:13:10.317779+00:00] tick; claimed=[]
[2025-10-26T09:13:30.318366+00:00] tick; claimed=[]
[2025-10-26T09:13:50.318941+00:00] tick; claimed=[]
[2025-10-26T09:14:10.319600+00:00] tick; claimed=[]
[2025-10-26T09:14:30.320240+00:00] tick; claimed=[]
[2025-10-26T09:14:50.320860+00:00] tick; claimed=[]
[2025-10-26T09:15:10.321444+00:00] tick; claimed=[]
[2025-10-26T09:15:30.322109+00:00] tick; claimed=[]
[2025-10-26T09:15:50.322698+00:00] tick; claimed=[]
[2025-10-26T09:16:10.323332+00:00] tick; claimed=[]
[2025-10-26T09:16:30.323908+00:00] tick; claimed=[]
[2025-10-26T09:16:50.324558+00:00] tick; claimed=[]
[2025-10-26T09:17:10.325188+00:00] tick; claimed=[]
[2025-10-26T09:17:30.325546+00:00] tick; claimed=[]
[2025-10-26T09:17:50.326131+00:00] tick; claimed=[]
[2025-10-26T09:18:10.326748+00:00] tick; claimed=[]
[2025-10-26T09:18:30.327142+00:00] tick; claimed=[]
[2025-10-26T09:18:50.327661+00:00] tick; claimed=[]
[2025-10-26T09:19:10.328305+00:00] tick; claimed=[]
[2025-10-26T09:19:30.328658+00:00] tick; claimed=[]
[2025-10-26T09:19:50.329213+00:00] tick; claimed=[]
[2025-10-26T09:20:10.329804+00:00] tick; claimed=[]
[2025-10-26T09:20:30.330385+00:00] tick; claimed=[]
[2025-10-26T09:20:50.330974+00:00] tick; claimed=[]
[2025-10-26T09:21:10.331618+00:00] tick; claimed=[]
[2025-10-26T09:21:30.332266+00:00] tick; claimed=[]
[2025-10-26T09:21:50.332845+00:00] tick; claimed=[]
[2025-10-26T09:22:10.333429+00:00] tick; claimed=[]
[2025-10-26T09:22:30.334067+00:00] tick; claimed=[]
[2025-10-26T09:22:50.334669+00:00] tick; claimed=[]
[2025-10-26T09:23:10.335307+00:00] tick; claimed=[]
[2025-10-26T09:23:30.335897+00:00] tick; claimed=[]
[2025-10-26T09:23:50.336289+00:00] tick; claimed=[]
[2025-10-26T09:24:10.336807+00:00] tick; claimed=[]
[2025-10-26T09:24:30.337386+00:00] tick; claimed=[]
[2025-10-26T09:24:50.337972+00:00] tick; claimed=[]
[2025-10-26T09:25:10.338617+00:00] tick; claimed=[]
[2025-10-26T09:25:30.339261+00:00] tick; claimed=[]
[2025-10-26T09:25:50.339840+00:00] tick; claimed=[]
[2025-10-26T09:26:10.340424+00:00] tick; claimed=[]
[2025-10-26T09:26:30.340929+00:00] tick; claimed=[]
[2025-10-26T09:26:50.341562+00:00] tick; claimed=[]
[2025-10-26T09:27:10.342212+00:00] tick; claimed=[]
[2025-10-26T09:27:30.342824+00:00] tick; claimed=[]
[2025-10-26T09:27:50.343396+00:00] tick; claimed=[]
[2025-10-26T09:28:10.343988+00:00] tick; claimed=[]
[2025-10-26T09:28:30.344550+00:00] tick; claimed=[]
[2025-10-26T09:28:50.345196+00:00] tick; claimed=[]
[2025-10-26T09:29:10.345780+00:00] tick; claimed=[]
[2025-10-26T09:29:30.346369+00:00] tick; claimed=[]
[2025-10-26T09:29:50.346715+00:00] tick; claimed=[]
[2025-10-26T09:30:10.347279+00:00] tick; claimed=[]
[2025-10-26T09:30:30.347866+00:00] tick; claimed=[]
[2025-10-26T09:30:50.348475+00:00] tick; claimed=[]
[2025-10-26T09:31:10.349129+00:00] tick; claimed=[]
[2025-10-26T09:31:30.349726+00:00] tick; claimed=[]
[2025-10-26T09:31:50.350346+00:00] tick; claimed=[]
[2025-10-26T09:32:10.350930+00:00] tick; claimed=[]
[2025-10-26T09:32:30.351568+00:00] tick; claimed=[]
[2025-10-26T09:32:50.352225+00:00] tick; claimed=[]
[2025-10-26T09:33:10.352805+00:00] tick; claimed=[]
[2025-10-26T09:33:30.353388+00:00] tick; claimed=[]
[2025-10-26T09:33:50.353967+00:00] tick; claimed=[]
[2025-10-26T09:34:10.354552+00:00] tick; claimed=[]
[2025-10-26T09:34:30.355181+00:00] tick; claimed=[]
[2025-10-26T09:34:50.355765+00:00] tick; claimed=[]
[2025-10-26T09:35:10.356341+00:00] tick; claimed=[]
[2025-10-26T09:35:30.356692+00:00] tick; claimed=[]
[2025-10-26T09:35:50.357270+00:00] tick; claimed=[]
[2025-10-26T09:36:10.357858+00:00] tick; claimed=[]
[2025-10-26T09:36:30.358434+00:00] tick; claimed=[]
[2025-10-26T09:36:50.359077+00:00] tick; claimed=[]
[2025-10-26T09:37:10.359686+00:00] tick; claimed=[]
[2025-10-26T09:37:30.360316+00:00] tick; claimed=[]
[2025-10-26T09:37:50.360896+00:00] tick; claimed=[]
[2025-10-26T09:38:10.361542+00:00] tick; claimed=[]
[2025-10-26T09:38:30.362169+00:00] tick; claimed=[]
[2025-10-26T09:38:50.362763+00:00] tick; claimed=[]
[2025-10-26T09:39:10.363344+00:00] tick; claimed=[]
[2025-10-26T09:39:30.363937+00:00] tick; claimed=[]
[2025-10-26T09:39:50.364567+00:00] tick; claimed=[]
[2025-10-26T09:40:10.365221+00:00] tick; claimed=[]
[2025-10-26T09:40:30.365799+00:00] tick; claimed=[]
[2025-10-26T09:40:50.366386+00:00] tick; claimed=[]
[2025-10-26T09:41:10.366729+00:00] tick; claimed=[]
[2025-10-26T09:41:30.367303+00:00] tick; claimed=[]
[2025-10-26T09:41:50.367881+00:00] tick; claimed=[]
[2025-10-26T09:42:10.368482+00:00] tick; claimed=[]
[2025-10-26T09:42:30.369150+00:00] tick; claimed=[]
[2025-10-26T09:42:50.369749+00:00] tick; claimed=[]
[2025-10-26T09:43:10.370347+00:00] tick; claimed=[]
[2025-10-26T09:43:30.370983+00:00] tick; claimed=[]
[2025-10-26T09:43:50.371646+00:00] tick; claimed=[]
[2025-10-26T09:44:10.372348+00:00] tick; claimed=[]
[2025-10-26T09:44:30.372925+00:00] tick; claimed=[]
[2025-10-26T09:44:50.373584+00:00] tick; claimed=[]
[2025-10-26T09:45:10.374206+00:00] tick; claimed=[]
[2025-10-26T09:45:30.374824+00:00] tick; claimed=[]
[2025-10-26T09:45:50.375405+00:00] tick; claimed=[]
[2025-10-26T09:46:10.375999+00:00] tick; claimed=[]
[2025-10-26T09:46:30.376571+00:00] tick; claimed=[]
[2025-10-26T09:46:50.377267+00:00] tick; claimed=[]
[2025-10-26T09:47:10.377853+00:00] tick; claimed=[]
[2025-10-26T09:47:30.378449+00:00] tick; claimed=[]
[2025-10-26T09:47:50.379106+00:00] tick; claimed=[]
[2025-10-26T09:48:10.379705+00:00] tick; claimed=[]
[2025-10-26T09:48:30.380365+00:00] tick; claimed=[]
[2025-10-26T09:48:50.380948+00:00] tick; claimed=[]
[2025-10-26T09:49:10.381575+00:00] tick; claimed=[]
[2025-10-26T09:49:30.382247+00:00] tick; claimed=[]
[2025-10-26T09:49:50.382834+00:00] tick; claimed=[]
[2025-10-26T09:50:10.383441+00:00] tick; claimed=[]
[2025-10-26T09:50:30.384099+00:00] tick; claimed=[]
[2025-10-26T09:50:50.384710+00:00] tick; claimed=[]
[2025-10-26T09:51:10.385336+00:00] tick; claimed=[]
[2025-10-26T09:51:30.385936+00:00] tick; claimed=[]
[2025-10-26T09:51:50.386614+00:00] tick; claimed=[]
[2025-10-26T09:52:10.387261+00:00] tick; claimed=[]
[2025-10-26T09:52:30.387878+00:00] tick; claimed=[]
[2025-10-26T09:52:50.388469+00:00] tick; claimed=[]
[2025-10-26T09:53:10.389106+00:00] tick; claimed=[]
[2025-10-26T09:53:30.389698+00:00] tick; claimed=[]
[2025-10-26T09:53:50.390353+00:00] tick; claimed=[]
[2025-10-26T09:54:10.390944+00:00] tick; claimed=[]
[2025-10-26T09:54:30.391541+00:00] tick; claimed=[]
[2025-10-26T09:54:50.392232+00:00] tick; claimed=[]
[2025-10-26T09:55:10.392810+00:00] tick; claimed=[]
[2025-10-26T09:55:30.393174+00:00] tick; claimed=[]
[2025-10-26T09:55:50.393657+00:00] tick; claimed=[]
[2025-10-26T09:56:10.394295+00:00] tick; claimed=[]
[2025-10-26T09:56:30.394876+00:00] tick; claimed=[]
[2025-10-26T09:56:50.395230+00:00] tick; claimed=[]
[2025-10-26T09:57:10.395749+00:00] tick; claimed=[]
[2025-10-26T09:57:30.396346+00:00] tick; claimed=[]
[2025-10-26T09:57:50.396928+00:00] tick; claimed=[]
[2025-10-26T09:58:10.397583+00:00] tick; claimed=[]
[2025-10-26T09:58:30.398230+00:00] tick; claimed=[]
[2025-10-26T09:58:50.398816+00:00] tick; claimed=[]
[2025-10-26T09:59:10.399398+00:00] tick; claimed=[]
[2025-10-26T09:59:30.399986+00:00] tick; claimed=[]
[2025-10-26T09:59:50.400628+00:00] tick; claimed=[]
[2025-10-26T10:00:10.400982+00:00] tick; claimed=[]
[2025-10-26T10:00:30.401522+00:00] tick; claimed=[]
[2025-10-26T10:00:50.402175+00:00] tick; claimed=[]
[2025-10-26T10:01:10.402763+00:00] tick; claimed=[]
[2025-10-26T10:01:30.403374+00:00] tick; claimed=[]
[2025-10-26T10:01:50.403962+00:00] tick; claimed=[]
[2025-10-26T10:02:10.404571+00:00] tick; claimed=[]
[2025-10-26T10:02:30.405207+00:00] tick; claimed=[]
[2025-10-26T10:02:50.405561+00:00] tick; claimed=[]
[2025-10-26T10:03:10.405843+00:00] tick; claimed=[]
[2025-10-26T10:03:30.406358+00:00] tick; claimed=[]
[2025-10-26T10:03:50.406944+00:00] tick; claimed=[]
[2025-10-26T10:04:10.407596+00:00] tick; claimed=[]
[2025-10-26T10:04:30.408232+00:00] tick; claimed=[]
[2025-10-26T10:04:50.408816+00:00] tick; claimed=[]
[2025-10-26T10:05:10.409392+00:00] tick; claimed=[]
[2025-10-26T10:05:30.409986+00:00] tick; claimed=[]
[2025-10-26T10:05:50.410595+00:00] tick; claimed=[]
[2025-10-26T10:06:10.411073+00:00] tick; claimed=[]
[2025-10-26T10:06:30.411621+00:00] tick; claimed=[]
[2025-10-26T10:06:50.412272+00:00] tick; claimed=[]
[2025-10-26T10:07:10.412855+00:00] tick; claimed=[]
[2025-10-26T10:07:30.413448+00:00] tick; claimed=[]
[2025-10-26T10:07:50.414083+00:00] tick; claimed=[]
[2025-10-26T10:08:10.414676+00:00] tick; claimed=[]
[2025-10-26T10:08:30.415298+00:00] tick; claimed=[]
[2025-10-26T10:08:50.415879+00:00] tick; claimed=[]
[2025-10-26T10:09:10.416463+00:00] tick; claimed=[]
[2025-10-26T10:09:30.416818+00:00] tick; claimed=[]
[2025-10-26T10:09:50.417341+00:00] tick; claimed=[]
[2025-10-26T10:10:10.417915+00:00] tick; claimed=[]
[2025-10-26T10:10:30.418598+00:00] tick; claimed=[]
[2025-10-26T10:10:50.419253+00:00] tick; claimed=[]
[2025-10-26T10:11:10.419845+00:00] tick; claimed=[]
[2025-10-26T10:11:30.420430+00:00] tick; claimed=[]
[2025-10-26T10:11:50.421070+00:00] tick; claimed=[]
[2025-10-26T10:12:10.421662+00:00] tick; claimed=[]
[2025-10-26T10:12:30.422304+00:00] tick; claimed=[]
[2025-10-26T10:12:50.422886+00:00] tick; claimed=[]
[2025-10-26T10:13:10.423467+00:00] tick; claimed=[]
[2025-10-26T10:13:30.424103+00:00] tick; claimed=[]
[2025-10-26T10:13:50.424685+00:00] tick; claimed=[]
[2025-10-26T10:14:10.425323+00:00] tick; claimed=[]
[2025-10-26T10:14:30.425907+00:00] tick; claimed=[]
[2025-10-26T10:14:50.426308+00:00] tick; claimed=[]
[2025-10-26T10:15:10.426757+00:00] tick; claimed=[]
[2025-10-26T10:15:30.427349+00:00] tick; claimed=[]
[2025-10-26T10:15:50.427921+00:00] tick; claimed=[]
[2025-10-26T10:16:10.428451+00:00] tick; claimed=[]
[2025-10-26T10:16:30.429124+00:00] tick; claimed=[]
[2025-10-26T10:16:50.429720+00:00] tick; claimed=[]
[2025-10-26T10:17:10.430353+00:00] tick; claimed=[]
[2025-10-26T10:17:30.430944+00:00] tick; claimed=[]
[2025-10-26T10:17:50.431372+00:00] tick; claimed=[]
[2025-10-26T10:18:10.431891+00:00] tick; claimed=[]
[2025-10-26T10:18:30.432473+00:00] tick; claimed=[]
[2025-10-26T10:18:50.433128+00:00] tick; claimed=[]
[2025-10-26T10:19:10.433733+00:00] tick; claimed=[]
[2025-10-26T10:19:30.434337+00:00] tick; claimed=[]
[2025-10-26T10:19:50.434921+00:00] tick; claimed=[]
[2025-10-26T10:20:10.435555+00:00] tick; claimed=[]
[2025-10-26T10:20:30.436283+00:00] tick; claimed=[]
[2025-10-26T10:20:50.436634+00:00] tick; claimed=[]
[2025-10-26T10:21:10.437188+00:00] tick; claimed=[]
[2025-10-26T10:21:30.437779+00:00] tick; claimed=[]
[2025-10-26T10:21:50.438246+00:00] tick; claimed=[]
[2025-10-26T10:22:10.438792+00:00] tick; claimed=[]
[2025-10-26T10:22:30.439374+00:00] tick; claimed=[]
[2025-10-26T10:22:50.439960+00:00] tick; claimed=[]
[2025-10-26T10:23:10.440605+00:00] tick; claimed=[]
[2025-10-26T10:23:30.441252+00:00] tick; claimed=[]
[2025-10-26T10:23:50.441706+00:00] tick; claimed=[]
[2025-10-26T10:24:10.442239+00:00] tick; claimed=[]
[2025-10-26T10:24:30.442818+00:00] tick; claimed=[]
[2025-10-26T10:24:50.443398+00:00] tick; claimed=[]
[2025-10-26T10:25:10.443987+00:00] tick; claimed=[]
[2025-10-26T10:25:30.444548+00:00] tick; claimed=[]
[2025-10-26T10:25:50.444867+00:00] tick; claimed=[]
[2025-10-26T10:26:10.445379+00:00] tick; claimed=[]
[2025-10-26T10:26:30.445953+00:00] tick; claimed=[]
[2025-10-26T10:26:50.446586+00:00] tick; claimed=[]
[2025-10-26T10:27:10.447230+00:00] tick; claimed=[]
[2025-10-26T10:27:30.447809+00:00] tick; claimed=[]
[2025-10-26T10:27:50.448145+00:00] tick; claimed=[]
[2025-10-26T10:28:10.448668+00:00] tick; claimed=[]
[2025-10-26T10:28:30.449294+00:00] tick; claimed=[]
[2025-10-26T10:28:50.449878+00:00] tick; claimed=[]
[2025-10-26T10:29:10.450471+00:00] tick; claimed=[]
[2025-10-26T10:29:30.451121+00:00] tick; claimed=[]
[2025-10-26T10:29:50.451694+00:00] tick; claimed=[]
[2025-10-26T10:30:10.452322+00:00] tick; claimed=[]
[2025-10-26T10:30:30.452697+00:00] tick; claimed=[]
[2025-10-26T10:30:50.453266+00:00] tick; claimed=[]
[2025-10-26T10:31:10.453613+00:00] tick; claimed=[]
[2025-10-26T10:31:30.454183+00:00] tick; claimed=[]
[2025-10-26T10:31:50.454757+00:00] tick; claimed=[]
[2025-10-26T10:32:10.455351+00:00] tick; claimed=[]
[2025-10-26T10:32:30.455663+00:00] tick; claimed=[]
[2025-10-26T10:32:50.456231+00:00] tick; claimed=[]
[2025-10-26T10:33:10.456805+00:00] tick; claimed=[]
[2025-10-26T10:33:30.457396+00:00] tick; claimed=[]
[2025-10-26T10:33:50.457971+00:00] tick; claimed=[]
[2025-10-26T10:34:10.458600+00:00] tick; claimed=[]
[2025-10-26T10:34:30.458949+00:00] tick; claimed=[]
[2025-10-26T10:34:50.459466+00:00] tick; claimed=[]
[2025-10-26T10:35:10.460069+00:00] tick; claimed=[]
[2025-10-26T10:35:30.460597+00:00] tick; claimed=[]
[2025-10-26T10:35:50.461231+00:00] tick; claimed=[]
[2025-10-26T10:36:10.461810+00:00] tick; claimed=[]
[2025-10-26T10:36:30.462384+00:00] tick; claimed=[]
[2025-10-26T10:36:50.463052+00:00] tick; claimed=[]
[2025-10-26T10:37:10.463632+00:00] tick; claimed=[]
[2025-10-26T10:37:30.464268+00:00] tick; claimed=[]
[2025-10-26T10:37:50.464610+00:00] tick; claimed=[]
[2025-10-26T10:38:10.465176+00:00] tick; claimed=[]
[2025-10-26T10:38:30.465750+00:00] tick; claimed=[]
[2025-10-26T10:38:50.466329+00:00] tick; claimed=[]
[2025-10-26T10:39:10.466904+00:00] tick; claimed=[]
[2025-10-26T10:39:30.467537+00:00] tick; claimed=[]
[2025-10-26T10:39:50.468168+00:00] tick; claimed=[]
[2025-10-26T10:40:10.468674+00:00] tick; claimed=[]
[2025-10-26T10:40:30.469288+00:00] tick; claimed=[]
[2025-10-26T10:40:50.469640+00:00] tick; claimed=[]
[2025-10-26T10:41:10.469979+00:00] tick; claimed=[]
[2025-10-26T10:41:30.470540+00:00] tick; claimed=[]
[2025-10-26T10:41:50.471168+00:00] tick; claimed=[]
[2025-10-26T10:42:10.471750+00:00] tick; claimed=[]
[2025-10-26T10:42:30.472326+00:00] tick; claimed=[]
[2025-10-26T10:42:50.472908+00:00] tick; claimed=[]
[2025-10-26T10:43:10.473302+00:00] tick; claimed=[]
[2025-10-26T10:43:30.473816+00:00] tick; claimed=[]
[2025-10-26T10:43:50.474388+00:00] tick; claimed=[]
[2025-10-26T10:44:10.474741+00:00] tick; claimed=[]
[2025-10-26T10:44:30.475290+00:00] tick; claimed=[]
[2025-10-26T10:44:50.475872+00:00] tick; claimed=[]
[2025-10-26T10:45:10.476430+00:00] tick; claimed=[]
[2025-10-26T10:45:30.477069+00:00] tick; claimed=[]
[2025-10-26T10:45:50.477588+00:00] tick; claimed=[]
[2025-10-26T10:46:10.477871+00:00] tick; claimed=[]
[2025-10-26T10:46:30.478394+00:00] tick; claimed=[]
[2025-10-26T10:46:50.478983+00:00] tick; claimed=[]
[2025-10-26T10:47:10.479608+00:00] tick; claimed=[]
[2025-10-26T10:47:30.480245+00:00] tick; claimed=[]
[2025-10-26T10:47:50.480820+00:00] tick; claimed=[]
[2025-10-26T10:48:10.481403+00:00] tick; claimed=[]
[2025-10-26T10:48:30.481983+00:00] tick; claimed=[]
[2025-10-26T10:48:50.482620+00:00] tick; claimed=[]
[2025-10-26T10:49:10.483243+00:00] tick; claimed=[]
[2025-10-26T10:49:30.483831+00:00] tick; claimed=[]
[2025-10-26T10:49:50.484411+00:00] tick; claimed=[]
[2025-10-26T10:50:10.484994+00:00] tick; claimed=[]
[2025-10-26T10:50:30.485626+00:00] tick; claimed=[]
[2025-10-26T10:50:50.486259+00:00] tick; claimed=[]
[2025-10-26T10:51:10.486837+00:00] tick; claimed=[]
[2025-10-26T10:51:30.487430+00:00] tick; claimed=[]
[2025-10-26T10:51:50.488056+00:00] tick; claimed=[]
[2025-10-26T10:52:10.488646+00:00] tick; claimed=[]
[2025-10-26T10:52:30.489278+00:00] tick; claimed=[]
[2025-10-26T10:52:50.489890+00:00] tick; claimed=[]
[2025-10-26T10:53:10.490573+00:00] tick; claimed=[]
[2025-10-26T10:53:30.491238+00:00] tick; claimed=[]
[2025-10-26T10:53:50.491818+00:00] tick; claimed=[]
[2025-10-26T10:54:10.492412+00:00] tick; claimed=[]
[2025-10-26T10:54:30.492772+00:00] tick; claimed=[]
[2025-10-26T10:54:50.493296+00:00] tick; claimed=[]
[2025-10-26T10:55:10.493904+00:00] tick; claimed=[]
[2025-10-26T10:55:30.494566+00:00] tick; claimed=[]
[2025-10-26T10:55:50.495229+00:00] tick; claimed=[]
[2025-10-26T10:56:10.495825+00:00] tick; claimed=[]
[2025-10-26T10:56:30.496400+00:00] tick; claimed=[]
[2025-10-26T10:56:50.496994+00:00] tick; claimed=[]
[2025-10-26T10:57:10.497632+00:00] tick; claimed=[]
[2025-10-26T10:57:30.498318+00:00] tick; claimed=[]
[2025-10-26T10:57:50.498899+00:00] tick; claimed=[]
[2025-10-26T10:58:10.499535+00:00] tick; claimed=[]
[2025-10-26T10:58:30.500212+00:00] tick; claimed=[]
[2025-10-26T10:58:50.500568+00:00] tick; claimed=[]
[2025-10-26T10:59:10.501123+00:00] tick; claimed=[]
[2025-10-26T10:59:30.501712+00:00] tick; claimed=[]
[2025-10-26T10:59:50.502340+00:00] tick; claimed=[]
[2025-10-26T11:00:10.502941+00:00] tick; claimed=[]
[2025-10-26T11:00:30.503588+00:00] tick; claimed=[]
[2025-10-26T11:00:50.504233+00:00] tick; claimed=[]
[2025-10-26T11:01:10.504811+00:00] tick; claimed=[]
[2025-10-26T11:01:30.505409+00:00] tick; claimed=[]
[2025-10-26T11:01:50.505990+00:00] tick; claimed=[]
[2025-10-26T11:02:10.506737+00:00] tick; claimed=[]
[2025-10-26T11:02:30.507326+00:00] tick; claimed=[]
[2025-10-26T11:02:50.507934+00:00] tick; claimed=[]
[2025-10-26T11:03:10.508603+00:00] tick; claimed=[]
[2025-10-26T11:03:30.509225+00:00] tick; claimed=[]
[2025-10-26T11:03:50.509798+00:00] tick; claimed=[]
[2025-10-26T11:04:10.510397+00:00] tick; claimed=[]
[2025-10-26T11:04:30.510982+00:00] tick; claimed=[]
[2025-10-26T11:04:50.511614+00:00] tick; claimed=[]
[2025-10-26T11:05:10.511956+00:00] tick; claimed=[]
[2025-10-26T11:05:30.512479+00:00] tick; claimed=[]
[2025-10-26T11:05:50.513129+00:00] tick; claimed=[]
[2025-10-26T11:06:10.513724+00:00] tick; claimed=[]
[2025-10-26T11:06:30.514346+00:00] tick; claimed=[]
[2025-10-26T11:06:50.514929+00:00] tick; claimed=[]
[2025-10-26T11:07:10.515563+00:00] tick; claimed=[]
[2025-10-26T11:07:30.516220+00:00] tick; claimed=[]
[2025-10-26T11:07:50.516804+00:00] tick; claimed=[]
[2025-10-26T11:08:10.517393+00:00] tick; claimed=[]
[2025-10-26T11:08:30.517981+00:00] tick; claimed=[]
[2025-10-26T11:08:50.518627+00:00] tick; claimed=[]
[2025-10-26T11:09:10.519243+00:00] tick; claimed=[]
[2025-10-26T11:09:30.519839+00:00] tick; claimed=[]
[2025-10-26T11:09:50.520419+00:00] tick; claimed=[]
[2025-10-26T11:10:10.521086+00:00] tick; claimed=[]
[2025-10-26T11:10:30.521469+00:00] tick; claimed=[]
[2025-10-26T11:10:50.521995+00:00] tick; claimed=[]
[2025-10-26T11:11:10.522645+00:00] tick; claimed=[]
[2025-10-26T11:11:30.523313+00:00] tick; claimed=[]
[2025-10-26T11:11:50.523907+00:00] tick; claimed=[]
[2025-10-26T11:12:10.524564+00:00] tick; claimed=[]
[2025-10-26T11:12:30.525201+00:00] tick; claimed=[]
[2025-10-26T11:12:50.525789+00:00] tick; claimed=[]
[2025-10-26T11:13:10.526374+00:00] tick; claimed=[]
[2025-10-26T11:13:30.526962+00:00] tick; claimed=[]
[2025-10-26T11:13:50.527610+00:00] tick; claimed=[]
[2025-10-26T11:14:10.528263+00:00] tick; claimed=[]
[2025-10-26T11:14:30.528853+00:00] tick; claimed=[]
[2025-10-26T11:14:50.529451+00:00] tick; claimed=[]
[2025-10-26T11:15:10.530104+00:00] tick; claimed=[]
[2025-10-26T11:15:30.530701+00:00] tick; claimed=[]
[2025-10-26T11:15:50.531344+00:00] tick; claimed=[]
[2025-10-26T11:16:10.531935+00:00] tick; claimed=[]
[2025-10-26T11:16:30.532664+00:00] tick; claimed=[]
[2025-10-26T11:16:50.533049+00:00] tick; claimed=[]
[2025-10-26T11:17:10.533562+00:00] tick; claimed=[]
[2025-10-26T11:17:30.534231+00:00] tick; claimed=[]
[2025-10-26T11:17:50.534810+00:00] tick; claimed=[]
[2025-10-26T11:18:10.535394+00:00] tick; claimed=[]
[2025-10-26T11:18:30.535744+00:00] tick; claimed=[]
[2025-10-26T11:18:50.536307+00:00] tick; claimed=[]
[2025-10-26T11:19:10.536903+00:00] tick; claimed=[]
[2025-10-26T11:19:30.537532+00:00] tick; claimed=[]
[2025-10-26T11:19:50.538158+00:00] tick; claimed=[]
[2025-10-26T11:20:10.538763+00:00] tick; claimed=[]
[2025-10-26T11:20:30.539351+00:00] tick; claimed=[]
[2025-10-26T11:20:50.539952+00:00] tick; claimed=[]
[2025-10-26T11:21:10.540598+00:00] tick; claimed=[]
[2025-10-26T11:21:30.541249+00:00] tick; claimed=[]
[2025-10-26T11:21:50.541825+00:00] tick; claimed=[]
[2025-10-26T11:22:10.542411+00:00] tick; claimed=[]
[2025-10-26T11:22:30.543067+00:00] tick; claimed=[]
[2025-10-26T11:22:50.543665+00:00] tick; claimed=[]
[2025-10-26T11:23:10.544300+00:00] tick; claimed=[]
[2025-10-26T11:23:30.544882+00:00] tick; claimed=[]
[2025-10-26T11:23:50.545463+00:00] tick; claimed=[]
[2025-10-26T11:24:10.546121+00:00] tick; claimed=[]
[2025-10-26T11:24:30.546698+00:00] tick; claimed=[]
[2025-10-26T11:24:50.547326+00:00] tick; claimed=[]
[2025-10-26T11:25:10.547903+00:00] tick; claimed=[]
[2025-10-26T11:25:30.548304+00:00] tick; claimed=[]
[2025-10-26T11:25:50.548816+00:00] tick; claimed=[]
[2025-10-26T11:26:10.549397+00:00] tick; claimed=[]
[2025-10-26T11:26:30.549977+00:00] tick; claimed=[]
[2025-10-26T11:26:50.550620+00:00] tick; claimed=[]
[2025-10-26T11:27:10.551273+00:00] tick; claimed=[]
[2025-10-26T11:27:30.551859+00:00] tick; claimed=[]
[2025-10-26T11:27:50.552438+00:00] tick; claimed=[]
[2025-10-26T11:28:10.553077+00:00] tick; claimed=[]
[2025-10-26T11:28:30.553666+00:00] tick; claimed=[]
[2025-10-26T11:28:50.554323+00:00] tick; claimed=[]
[2025-10-26T11:29:10.554947+00:00] tick; claimed=[]
[2025-10-26T11:29:30.555601+00:00] tick; claimed=[]
[2025-10-26T11:29:50.556240+00:00] tick; claimed=[]
[2025-10-26T11:30:10.556830+00:00] tick; claimed=[]
[2025-10-26T11:30:30.557407+00:00] tick; claimed=[]
[2025-10-26T11:30:50.557976+00:00] tick; claimed=[]
[2025-10-26T11:31:10.558607+00:00] tick; claimed=[]
[2025-10-26T11:31:30.559260+00:00] tick; claimed=[]
[2025-10-26T11:31:50.559815+00:00] tick; claimed=[]
[2025-10-26T11:32:10.560408+00:00] tick; claimed=[]
[2025-10-26T11:32:30.560941+00:00] tick; claimed=[]
[2025-10-26T11:32:50.561543+00:00] tick; claimed=[]
[2025-10-26T11:33:10.562188+00:00] tick; claimed=[]
[2025-10-26T11:33:30.562775+00:00] tick; claimed=[]
[2025-10-26T11:33:50.563126+00:00] tick; claimed=[]
[2025-10-26T11:34:10.563640+00:00] tick; claimed=[]
[2025-10-26T11:34:30.564302+00:00] tick; claimed=[]
[2025-10-26T11:34:50.564795+00:00] tick; claimed=[]
[2025-10-26T11:35:10.565377+00:00] tick; claimed=[]
[2025-10-26T11:35:30.565963+00:00] tick; claimed=[]
[2025-10-26T11:35:50.566601+00:00] tick; claimed=[]
[2025-10-26T11:36:10.567232+00:00] tick; claimed=[]
[2025-10-26T11:36:30.567806+00:00] tick; claimed=[]
[2025-10-26T11:36:50.568387+00:00] tick; claimed=[]
[2025-10-26T11:37:10.568972+00:00] tick; claimed=[]
[2025-10-26T11:37:30.569618+00:00] tick; claimed=[]
[2025-10-26T11:37:50.570247+00:00] tick; claimed=[]
[2025-10-26T11:38:10.570834+00:00] tick; claimed=[]
[2025-10-26T11:38:30.571409+00:00] tick; claimed=[]
[2025-10-26T11:38:50.571997+00:00] tick; claimed=[]
[2025-10-26T11:39:10.572672+00:00] tick; claimed=[]
[2025-10-26T11:39:30.573298+00:00] tick; claimed=[]
[2025-10-26T11:39:50.573893+00:00] tick; claimed=[]
[2025-10-26T11:40:10.574532+00:00] tick; claimed=[]
[2025-10-26T11:40:30.575202+00:00] tick; claimed=[]
[2025-10-26T11:40:50.575782+00:00] tick; claimed=[]
[2025-10-26T11:41:10.576364+00:00] tick; claimed=[]
[2025-10-26T11:41:30.576957+00:00] tick; claimed=[]
[2025-10-26T11:41:50.577549+00:00] tick; claimed=[]
